ac,eng,power,Dist ft.,SEL A-G (dB),ALM A-G (dB),ps_num,retired
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),2000,105.2,96.8,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),2500,102.3,93.3,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),3150,99.1,89.4,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),4000,95.5,85.2,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),5000,91.5,80.6,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),6300,87,75.6,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),8000,82.1,70.1,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),10000,76.9,64.3,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),12500,71.7,58.5,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),16000,66.9,53.1,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),20000,62.5,48.1,4,FALSE
C-5A,TF39-GE-1A,Intermediate military power (4.00 EPR),25000,58.4,43.4,4,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),200,127.3,123.7,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),250,125.6,121.4,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),315,123.9,119.1,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),400,122.1,116.7,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),500,120.3,114.2,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),630,118.3,111.7,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),800,116.3,109.1,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),1000,114.1,106.3,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),1250,111.9,103.4,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),1600,109.4,100.4,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),2000,106.8,97.2,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),2500,104.1,93.8,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),3150,101.1,90.3,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),4000,97.9,86.5,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),5000,94.5,82.5,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),6300,90.9,78.3,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),8000,87.3,74.1,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),10000,83.6,69.8,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),12500,79.9,65.5,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),16000,76.1,61.1,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),20000,72.1,56.5,4.9,FALSE
C-5A,TF39-GE-1A,Takeoff (4.90 EPR),25000,68,51.8,4.9,FALSE
C-9A,JT9D-9A,Approach (1.35),200,106.9,104.7,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),250,105.2,102.4,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),315,103.4,100,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),400,101.6,97.5,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),500,99.6,95,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),630,97.6,92.4,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),800,95.5,89.7,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),1000,93.3,86.9,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),1250,91,83.9,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),1600,88.5,80.9,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),2000,85.9,77.7,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),2500,83.3,74.5,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),3150,80.6,71.2,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),4000,77.9,67.9,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),5000,75.3,64.6,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),6300,72.6,61.3,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),8000,69.8,58,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),10000,66.9,54.5,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),12500,63.9,50.8,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),16000,60.6,47,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),20000,57.1,42.9,1.35,TRUE
C-9A,JT9D-9A,Approach (1.35),25000,53.3,38.5,1.35,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),200,112,108.3,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),250,110.3,106,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),315,108.7,103.8,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),400,107,101.5,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),500,105.2,99.1,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),630,103.3,96.6,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),800,101.4,94.1,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),1000,99.4,91.5,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),1250,97.4,88.9,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),1600,95.2,86.1,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),2000,93,83.3,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),2500,90.7,80.4,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),3150,88.4,77.5,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),4000,86,74.5,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),5000,83.5,71.4,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),6300,80.8,68.1,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),8000,78,64.7,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),10000,75,61.1,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),12500,71.9,57.4,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),16000,68.5,53.4,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),20000,64.8,49.1,1.7,TRUE
C-9A,JT9D-9A,Intermediate (1.70 EPR),25000,60.9,44.6,1.7,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),200,117.9,114.2,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),250,116.3,112,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),315,114.7,109.8,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),400,113,107.5,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),500,111.3,105.2,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),630,109.5,102.8,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),800,107.6,100.4,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),1000,105.7,97.9,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),1250,103.8,95.3,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),1600,101.7,92.7,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),2000,99.6,89.9,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),2500,97.4,87.1,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),3150,95,84.2,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),4000,92.6,81.1,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),5000,89.9,77.9,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),6300,87.2,74.5,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),8000,84.2,70.9,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),10000,81,67.2,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),12500,77.6,63.2,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),16000,74,59,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),20000,70.2,54.5,1.97,TRUE
C-9A,JT9D-9A,Takeoff (1.97 EPR),25000,66.1,49.8,1.97,TRUE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),200,99.5,99,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),250,98,96.9,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),315,96.5,94.9,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),400,95,92.8,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),500,93.5,90.6,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),630,92,88.5,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),800,90.4,86.3,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),1000,88.8,84.1,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),1250,87.1,81.8,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),1600,85.4,79.5,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),2000,83.6,77.1,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),2500,81.8,74.7,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),3150,79.8,72.1,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),4000,77.8,69.5,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),5000,75.6,66.7,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),6300,73.3,63.9,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),8000,70.9,60.8,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),10000,68.3,57.7,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),12500,65.6,54.3,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),16000,62.6,50.7,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),20000,59.3,46.9,56,FALSE
CH-53E,T64-GE-416A,Level LPA (56% Q-BPA),25000,55.8,42.8,56,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),200,103.3,102.4,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),250,101.9,100.3,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),315,100.4,98.2,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),400,98.9,96.1,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),500,97.4,94,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),630,95.8,91.9,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),800,94.3,89.7,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),1000,92.7,87.5,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),1250,91,85.2,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),1600,89.3,82.9,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),2000,87.5,80.5,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),2500,85.6,78,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),3150,83.7,75.5,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),4000,81.6,72.8,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),5000,79.4,70.1,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),6300,77.1,67.1,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),8000,74.7,64.1,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),10000,72,60.8,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),12500,69.2,57.4,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),16000,66.1,53.8,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),20000,62.8,49.8,68,FALSE
CH-53E,T64-GE-416A,Cruise (68% Q-BPA),25000,59.2,45.6,68,FALSE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),200,94.4,94.5,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),250,93,92.4,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),315,91.5,90.4,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),400,90.1,88.3,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),500,88.6,86.2,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),630,87.1,84.2,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),800,85.6,82,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),1000,84.1,79.9,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),1250,82.5,77.8,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),1600,80.9,75.6,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),2000,79.3,73.3,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),2500,77.6,71,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),3150,75.8,68.7,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),4000,74,66.3,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),5000,72.1,63.8,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),6300,70.1,61.2,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),8000,68,58.4,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),10000,65.7,55.6,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),12500,63.3,52.6,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),16000,60.7,49.4,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),20000,57.9,45.9,79,TRUE
CH-46E,T58-GE-16,Cruise (79% Q-BPA),25000,54.8,42.3,79,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),200,90.7,92.9,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),250,89.3,90.8,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),315,87.8,88.8,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),400,86.4,86.7,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),500,84.9,84.6,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),630,83.4,82.5,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),800,81.9,80.4,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),1000,80.3,78.2,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),1250,78.7,76.1,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),1600,77.1,73.8,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),2000,75.4,71.5,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),2500,73.7,69.2,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),3150,71.8,66.8,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),4000,69.9,64.2,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),5000,67.9,61.6,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),6300,65.7,58.9,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),8000,63.5,56,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),10000,61,52.9,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),12500,58.3,49.7,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),16000,55.5,46.2,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),20000,52.3,42.5,86,TRUE
CH-46E,T58-GE-16,Level LPA (86% Q-BPA),25000,49,38.5,86,TRUE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),200,104.9,104.2,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),250,103.4,102.2,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),315,102,100.1,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),400,100.5,98,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),500,99,95.9,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),630,97.4,93.7,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),800,95.8,91.5,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),1000,94.2,89.3,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),1250,92.6,87.1,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),1600,90.8,84.7,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),2000,89.1,82.4,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),2500,87.2,79.9,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),3150,85.2,77.4,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),4000,83.2,74.7,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),5000,81,72,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),6300,78.7,69.1,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),8000,76.3,66,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),10000,73.7,62.8,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),12500,70.9,59.4,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),16000,67.9,55.8,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),20000,64.6,51.9,90.1,FALSE
CH-53E,T64-GE-416A,Maximum power (90.1% Q-BPA),25000,61,47.7,90.1,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),200,104.5,103.9,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),250,103.1,101.9,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),315,101.6,99.8,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),400,100.1,97.7,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),500,98.6,95.6,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),630,97.1,93.5,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),800,95.5,91.3,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),1000,93.9,89.1,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),1250,92.3,86.9,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),1600,90.6,84.6,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),2000,88.8,82.2,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),2500,87,79.8,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),3150,85,77.2,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),4000,83,74.6,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),5000,80.9,71.9,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),6300,78.6,69,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),8000,76.2,66,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),10000,73.6,62.8,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),12500,70.8,59.4,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),16000,67.8,55.8,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),20000,64.5,51.9,90,FALSE
CH-53E,T64-GE-416A,Level HPA (90% Q-BPA),25000,60.9,47.7,90,FALSE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),200,91.7,88.7,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),250,90.3,86.7,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),315,88.8,84.6,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),400,87.4,82.5,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),500,85.9,80.5,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),630,84.4,78.4,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),800,82.9,76.2,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),1000,81.3,74.1,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),1250,79.8,71.9,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),1600,78.2,69.8,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),2000,76.6,67.5,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),2500,74.9,65.3,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),3150,73.2,63,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),4000,71.4,60.6,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),5000,69.6,58.2,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),6300,67.8,55.7,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),8000,65.8,53.2,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),10000,63.8,50.5,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),12500,61.6,47.8,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),16000,59.3,44.9,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),20000,56.8,41.8,98,TRUE
CH-46E,T58-GE-16,Max Power (98% Q-BPA),25000,54.2,38.6,98,TRUE
E-2C,T56-A-427,Approach (1350 ISHP),200,94.7,92.9,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),250,93.3,90.8,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),315,91.8,88.7,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),400,90.3,86.6,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),500,88.7,84.5,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),630,87.2,82.4,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),800,85.6,80.2,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),1000,84,78,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),1250,82.4,75.8,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),1600,80.8,73.5,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),2000,79.1,71.2,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),2500,77.4,68.9,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),3150,75.6,66.6,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),4000,73.8,64.2,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),5000,72,61.7,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),6300,70,59.2,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),8000,68,56.6,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),10000,65.9,53.9,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),12500,63.7,51.1,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),16000,61.4,48.1,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),20000,58.8,45,1350,FALSE
E-2C,T56-A-427,Approach (1350 ISHP),25000,56,41.6,1350,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),200,97.5,94.6,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),250,96.1,92.6,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),315,94.6,90.5,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),400,93.1,88.4,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),500,91.6,86.3,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),630,90.1,84.2,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),800,88.5,82,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),1000,86.9,79.8,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),1250,85.4,77.7,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),1600,83.7,75.4,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),2000,82.1,73.2,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),2500,80.4,70.9,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),3150,78.7,68.6,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),4000,77,66.3,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),5000,75.2,63.8,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),6300,73.3,61.4,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),8000,71.3,58.8,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),10000,69.3,56.2,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),12500,67.1,53.4,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),16000,64.8,50.5,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),20000,62.2,47.3,1500,FALSE
E-2C,T56-A-427,Traffic pattern (1500 ISHP),25000,59.5,44,1500,FALSE
E-2C,T56-A-427,Cruise (3500 ISHP),200,102.6,99.9,3500,FALSE
E-2C,T56-A-427,Cruise (3500 ISHP),250,101.1,97.8,3500,FALSE
E-2C,T56-A-427,Cruise (3500 ISHP),315,99.6,95.7,3500,FALSE
E-2C,T56-A-427,Cruise (3500 ISHP),400,98.1,93.6,3500,FALSE
