ac,eng,power,Dist ft.,SEL A-G (dB),ALM A-G (dB),ps_num,retired
F-14B,F110-GE-40,Takeoff (105% NC),4000,99,89.1,105,TRUE
F-14B,F110-GE-40,Takeoff (105% NC),5000,95.9,85.3,105,TRUE
F-14B,F110-GE-40,Takeoff (105% NC),6300,92.4,81.3,105,TRUE
F-14B,F110-GE-40,Takeoff (105% NC),8000,88.8,77.1,105,TRUE
F-14B,F110-GE-40,Takeoff (105% NC),10000,84.8,72.5,105,TRUE
F-14B,F110-GE-40,Takeoff (105% NC),12500,80.5,67.6,105,TRUE
F-14B,F110-GE-40,Takeoff (105% NC),16000,75.7,62.2,105,TRUE
F-14B,F110-GE-40,Takeoff (105% NC),20000,70.5,56.4,105,TRUE
F-14B,F110-GE-40,Takeoff (105% NC),25000,64.7,50,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),200,132.2,129.1,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),250,130.6,126.8,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),315,128.9,124.5,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),400,127.1,122.2,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),500,125.2,119.7,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),630,123.3,117.1,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),800,121.2,114.5,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),1000,119.1,111.8,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),1250,116.9,109,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),1600,114.6,106.1,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),2000,112.2,103.1,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),2500,109.7,99.9,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),3150,107,96.6,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),4000,104.1,93.2,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),5000,101,89.5,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),6300,97.8,85.7,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),8000,94.3,81.6,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),10000,90.6,77.3,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),12500,86.6,72.7,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),16000,82.2,67.7,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),20000,77.4,62.2,105,TRUE
F-14B,F110-GE-40,Afterburner (105% NC),25000,72,56.2,105,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),200,104.1,102.5,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),250,102.3,100.1,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),315,100.5,97.6,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),400,98.5,95,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),500,96.3,92.2,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),630,94.1,89.4,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),800,91.6,86.3,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),1000,89,83.1,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),1250,86.3,79.8,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),1600,83.4,76.3,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),2000,80.4,72.7,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),2500,77.4,69.1,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),3150,74.2,65.3,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),4000,71,61.5,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),5000,67.5,57.4,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),6300,63.8,53.1,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),8000,59.8,48.5,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),10000,55.7,43.8,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),12500,51.6,39.1,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),16000,47.7,34.6,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),20000,43.7,30,86,TRUE
F-14B,F110-GE-40,Traffic pattern (86% NC),25000,39.5,25.3,86,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),200,105.1,102.2,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),250,103.6,100,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),315,102,97.8,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),400,100.3,95.5,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),500,98.6,93.2,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),630,96.9,90.9,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),800,95,88.5,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),1000,93.1,85.9,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),1250,91.1,83.3,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),1600,89,80.6,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),2000,86.8,77.8,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),2500,84.4,74.9,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),3150,82,71.8,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),4000,79.3,68.6,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),5000,76.6,65.2,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),6300,73.6,61.7,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),8000,70.6,58,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),10000,67.4,54.3,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),12500,64.2,50.4,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),16000,60.9,46.5,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),20000,57.4,42.5,87.5,TRUE
F-14B,F110-GE-40,Approach (87.5% NC),25000,53.8,38.3,87.5,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),200,110.6,107.7,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),250,109,105.5,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),315,107.3,103.2,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),400,105.6,100.9,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),500,103.8,98.5,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),630,101.9,96,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),800,100,93.4,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),1000,97.9,90.8,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),1250,95.7,88,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),1600,93.4,85,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),2000,90.9,82,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),2500,88.3,78.7,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),3150,85.4,75.3,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),4000,82.4,71.7,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),5000,79.1,67.8,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),6300,75.7,63.8,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),8000,72.1,59.6,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),10000,68.4,55.2,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),12500,64.6,50.8,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),16000,60.7,46.3,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),20000,56.6,41.7,92,TRUE
F-14B,F110-GE-40,Intermediate (92% NC),25000,52.3,36.8,92,TRUE
F-16A,F100-PW-100,Traffic pattern (75% NC),200,94.5,89.9,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),250,93,87.8,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),315,91.5,85.6,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),400,89.9,83.5,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),500,88.3,81.3,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),630,86.7,79,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),800,85,76.8,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),1000,83.3,74.4,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),1250,81.5,72,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),1600,79.6,69.5,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),2000,77.6,67,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),2500,75.6,64.3,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),3150,73.4,61.6,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),4000,71.1,58.6,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),5000,68.6,55.6,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),6300,66,52.4,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),8000,63.2,48.9,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),10000,60.2,45.3,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),12500,56.9,41.5,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),16000,53.5,37.5,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),20000,49.9,33.2,75,FALSE
F-16A,F100-PW-100,Traffic pattern (75% NC),25000,46.1,28.8,75,FALSE
F-16A,F100-PW-100,Approach (82% NC),200,103.9,99.8,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),250,102.4,97.7,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),315,100.8,95.5,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),400,99.3,93.4,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),500,97.7,91.1,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),630,96,88.9,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),800,94.3,86.6,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),1000,92.6,84.3,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),1250,90.8,81.9,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),1600,89,79.5,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),2000,87,76.9,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),2500,85,74.3,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),3150,82.9,71.6,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),4000,80.7,68.8,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),5000,78.3,65.8,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),6300,75.9,62.8,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),8000,73.3,59.6,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),10000,70.5,56.2,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),12500,67.6,52.7,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),16000,64.5,48.9,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),20000,61.1,45,82,FALSE
F-16A,F100-PW-100,Approach (82% NC),25000,57.6,40.9,82,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),200,110.9,105.7,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),250,109.4,103.6,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),315,107.8,101.4,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),400,106.2,99.3,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),500,104.6,97.1,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),630,103,94.8,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),800,101.3,92.5,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),1000,99.5,90.2,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),1250,97.7,87.7,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),1600,95.8,85.2,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),2000,93.8,82.6,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),2500,91.7,80,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),3150,89.5,77.2,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),4000,87.2,74.2,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),5000,84.7,71.2,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),6300,82.1,67.9,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),8000,79.3,64.6,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),10000,76.3,61,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),12500,73.2,57.2,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),16000,69.7,53.2,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),20000,66.1,48.9,85,FALSE
F-16A,F100-PW-100,Intermediate (85% NC),25000,62.1,44.4,85,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),200,121.8,116.9,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),250,120.2,114.7,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),315,118.6,112.5,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),400,117,110.3,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),500,115.4,108.1,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),630,113.7,105.8,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),800,111.9,103.4,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),1000,110.1,101,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),1250,108.2,98.5,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),1600,106.2,95.9,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),2000,104.2,93.3,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),2500,102,90.5,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),3150,99.6,87.5,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),4000,97.1,84.4,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),5000,94.4,81.1,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),6300,91.5,77.6,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),8000,88.3,73.8,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),10000,84.8,69.7,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),12500,80.8,65.1,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),16000,76.4,60.1,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),20000,71.5,54.6,90,FALSE
F-16A,F100-PW-100,Takeoff (90% NC),25000,66.1,48.6,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),200,132.6,128.8,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),250,130.9,126.5,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),315,129.2,124.3,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),400,127.5,121.9,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),500,125.7,119.5,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),630,123.9,117.1,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),800,121.9,114.5,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),1000,120,112,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),1250,117.9,109.3,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),1600,115.8,106.6,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),2000,113.6,103.9,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),2500,111.5,101.1,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),3150,109.3,98.3,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),4000,107,95.4,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),5000,104.6,92.4,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),6300,102,89.3,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),8000,99.3,86,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),10000,96.5,82.5,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),12500,93.4,78.8,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),16000,90.1,75,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),20000,86.6,70.8,90,FALSE
F-16A,F100-PW-100,Afterburner (90% NC),25000,82.8,66.5,90,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),200,124.3,118.3,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),250,122.7,116.1,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),315,121,113.8,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),400,119.3,111.5,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),500,117.6,109.1,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),630,115.8,106.7,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),800,113.9,104.3,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),1000,112,101.8,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),1250,110,99.2,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),1600,107.9,96.5,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),2000,105.8,93.8,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),2500,103.5,90.9,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),3150,101.2,87.9,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),4000,98.7,84.8,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),5000,96,81.6,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),6300,93.2,78.2,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),8000,90.2,74.6,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),10000,87.1,70.8,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),12500,83.7,66.9,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),16000,80.2,62.8,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),20000,76.5,58.4,92,FALSE
F-16A,F100-PW-100,Intermediate military (92% NC),25000,72.5,53.9,92,FALSE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),200,107.1,105.2,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),250,105.6,103,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),315,104,100.8,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),400,102.3,98.6,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),500,100.6,96.3,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),630,98.9,94,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),800,97.1,91.6,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),1000,95.2,89.1,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),1250,93.3,86.6,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),1600,91.2,83.9,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),2000,89.1,81.2,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),2500,86.9,78.3,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),3150,84.5,75.4,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),4000,82,72.3,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),5000,79.3,69,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),6300,76.5,65.6,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),8000,73.5,62,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),10000,70.3,58.2,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),12500,66.9,54.2,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),16000,63.2,49.9,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),20000,59.4,45.4,82,TRUE
F-18A&C,F404-GE-400&402,Traffic pattern (82% NC),25000,55.3,40.7,82,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),200,110,107.4,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),250,108.4,105.2,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),315,106.8,103,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),400,105.2,100.8,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),500,103.5,98.5,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),630,101.7,96.1,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),800,99.8,93.7,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),1000,97.9,91.1,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),1250,95.9,88.5,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),1600,93.8,85.8,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),2000,91.6,83,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),2500,89.3,80.1,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),3150,86.9,77.1,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),4000,84.3,73.9,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),5000,81.5,70.5,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),6300,78.6,67,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),8000,75.5,63.3,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),10000,72.1,59.3,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),12500,68.6,55.2,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),16000,64.8,50.8,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),20000,60.8,46.2,84.5,TRUE
F-18A&C,F404-GE-400&402,Intermediate (84.5% NC),25000,56.5,41.3,84.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),200,121.5,120,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),250,119.9,117.8,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),315,118.3,115.6,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),400,116.6,113.4,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),500,114.9,111.1,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),630,113.2,108.7,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),800,111.4,106.3,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),1000,109.5,103.8,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),1250,107.6,101.3,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),1600,105.6,98.7,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),2000,103.5,96,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),2500,101.2,93.2,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),3150,98.9,90.2,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),4000,96.5,87.2,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),5000,93.9,84,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),6300,91.1,80.6,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),8000,88.1,77,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),10000,84.9,73.3,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),12500,81.5,69.2,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),16000,77.8,64.9,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),20000,73.8,60.3,88.5,TRUE
F-18A&C,F404-GE-400&402,Approach (88.5% NC),25000,69.4,55.4,88.5,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),200,116.5,112.9,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),250,114.9,110.7,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),315,113.3,108.5,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),400,111.6,106.2,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),500,109.8,103.8,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),630,108,101.4,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),800,106.2,99,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),1000,104.2,96.4,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),1250,102.1,93.7,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),1600,99.9,90.9,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),2000,97.7,88.1,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),2500,95.2,85,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),3150,92.7,81.9,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),4000,90,78.6,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),5000,87.1,75.1,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),6300,84.1,71.5,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),8000,80.8,67.6,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),10000,77.4,63.6,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),12500,73.7,59.4,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),16000,69.8,54.8,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),20000,65.6,50,88,TRUE
F-18A&C,F404-GE-400&402,Cruise (88% NC),25000,61,44.8,88,TRUE
F-18A&C,F404-GE-400&402,Takeoff (96.5% NC),200,131.8,125.2,96.5,TRUE
F-18A&C,F404-GE-400&402,Takeoff (96.5% NC),250,130.2,122.9,96.5,TRUE
F-18A&C,F404-GE-400&402,Takeoff (96.5% NC),315,128.5,120.6,96.5,TRUE
F-18A&C,F404-GE-400&402,Takeoff (96.5% NC),400,126.7,118.3,96.5,TRUE
F-18A&C,F404-GE-400&402,Takeoff (96.5% NC),500,124.8,115.8,96.5,TRUE
